Reviews,Ratings
Really nice product tq U Flipkart,5
Good product.,5
Nice,5
Super,5
Good,5
Bad,2
Awesome picture quality sound so good,5
Screen mirror to bad,3
Good product at this price range.The picture quality was awesome. Oxygen OS also very well,5
Super product,4
Nice,4
OnePlus y1 series version is just amazing and which comes with Android built-in it and the processing speed is good compared to other TVs . Software works very fast and clarity just gives a very pleasant look to the tv .finishing of this product ONEPLUS is very good which gives a drastic look,5
Good,5
"I am fully satisfied with this product, just awesome and picture quality is so good and audio plays great impact which is really good. Then the function are very easy to handle, just perfect smart TV to go.",5
Very nice and beautiful,5
Very nice product and received in good packed condition.,5
Good,5
Good,5
Quality is very low,1
Nice prodect,5
nice product thank you Flipkart,5
Excellent.,5
Good Product,5
Built quality is not good,3
All-over very smart and fully Android TV... I love it,5
Good quality pictures,5
Nice good,5
Good Android TV with picture clarity and sound but it lags. Maybe a software issue or connectivity issue. I have updated the software but still it is slow and lags in response. Maybe OnePlus needs to rectify this through some new updates. Rest is fine and good.,5
Nice tv....,4
Value for money 😊,5
Supp,5
Tv and remote pairing is bad,2
Good 👍 super,5
Classy at this price Good to make buy decision,5
Go for it,5
Very good sound quality and installation was very quick . Overall its a very good deal,5
Good tv,4
Nice,4
Value for money,5
Best ever TV in this range!!!,5
Supp,5
Tv and remote pairing is bad,2
Good 👍 super,5
Classy at this price Good to make buy decision,5
Go for it,5
Very good sound quality and installation was very quick . Overall its a very good deal,5
Good tv,4
Nice,4
Value for money,5
Best ever TV in this range!!!,5
Performance not better,2
Awesome tv the experience of viewing is too gud..mind blowing picture quality just go for it..it.ill never disapoint in any time..and also buy tataplay with it for seemless experience,5
Superb,4
Ok. Good 👍,5
"Nice Tv, delivery and Instalation man is very Good 👍🏻",5
Best quality and services,5
Good quality,5
Good,5
Good,5
Good,4
Ok h,4
Good product 👍,5
Good,5
Such an amazing product ...,5
Awesome 👍,5
Good display colour,5
Good experience,5
Osm product,5
Good kwaliti,5
Super led tv nice product,5
Nice tv,5
Nice,5
No comment,1
Nice,4
Waste of money.. screen is fluctuating after 20 days of purchase..worst experience,1
Good one,4
Good,4
SuperBob and excellent my family like it very much thank you 🙏😊😊 video quality sound quality app connection with fantastic full HD nice TV thank you so much 😊,5
Good quality products 👍🏻,5
Super quality,4
Good,5
"Don't accept 4k,8k picture quality, normal 720p",5
Nice product,3
Good product is price segment,4
Good quality and sound,4
Nice products,5
Nice,4
very good product,5
"Superb 👍👍
One plus",5
"Bluetooth connection is not good ,no screen mirroring , Chromecast is lag ,
Sound is good for 200 sft area . Picture quality is good 10 ft distance . No pixels boxes watching near 2 ft distance .
Installation
For table top tv you can fix the stands.
Extended warranty not cover board damage and any accidentally damage .",1
"Wrost Experience, Pen drive will not detect properly.",1
Good,4
"Tv delivered on 13/04/2022 and after so many follow up, installed on 18/04/2022. For a TV installation even in bangalore tooks 5 days. So please think about remote area and purchase.",1
One plus tv is best quality,1
Good product,5
Super 😘,5
Very Nice product in budget,5
nice product but price High,4
Super,5
Nice picture quality...,5
Good product in market,5
"Picture quality suppub
Overall nice",4
Software is veey slow,1
Very good produced,5
Good,5
Good product,5
Superb quality 👍,5
Simply superb,5
Very nice product,5
Excellent T😍,5
Good product as price,4
Verry good quality,5
Good product,5
Very good product in this price range,5
Good but Wall monut stand price charge,4
Picture quality not good,3
Super look and pictures quality.,5
Awesome 👌,5
The product is very good and looks and sounds nice,4
Good,5
Value for Money loved it,5
Good quality,5
nice nice picture quality 👌 thnk OnePlus,4
Super........ 🤓😍,5
So nice,4
Good one,4
Super,4
Very nice tv. Happy with this product.,5
Best product but in Android OS wifi connection is not parsonal when i start personal hotspot it's work to connect but only wifi to wifi can't connect,5
Tv is not working after 15 days of purchase and customer care is not responding,1
good product,5
Ok,5
Value for money 💸💸💸,5
My HDMI ARC port is having some prblm..,2
Excellent product nearly reviewing after three months of using... Super quality...,5
Nice product of one plus,4
Excellent TV. Thanks OnePlus.,5
Nice product,5
Excellent product,5
Nice,4
Very very good,5
"Product in good condition,and but technician are not coming in correct date",3
Very good product,5
excellent,5
Good,5
Average,3
Gud product....,4
Delivery boy is good ... humble and very helpful.,5
"Value of money, very good product",5
Excellent,5
"Very nice ,good quality",5
Very nice products,4
Good,5
Super quality,5
"Very Bad Product, TV Panel problem after 6months of purchase time. Money spoil......😭",1
Awesome,5
Very nice,5
Good items,5
Ok,5
Wow,5
Good,5
Nice,5
Okay to purchase...,3
"Excellent delivery time, product and installation",5
Nice,5
Excellent picture quality,5
Good tv,3
I was amazing,5
Nice product,5
Worth for money💰,4
Good,5
Good,4
I am very happy,5
Brilliant,4
Gud product,5
Good product,5
It's very good value of money,5
"Installation too late, but tv quality and all features good",4
It's a good one,5
Best,5
V good product thank you flipkart,5
very superb and excellent quality in affordable price. Must buy product from flipkart. good sound and video quality. fast delivery and installation. thank you flipkart,5
Good quality,5
"Worst experience with one plus tv.. just in a month tv card issue. Company not providing replacement. Sound vibration and poor service person response.. don't buy this tv
Don't buy",1
Product delivery is very good but installation services very bad😝😝😝,4
All is well. Good products.,5
Using more than 1 week n experience is quite 👍 good,4
Good quality nice,5
Installation is good,5
Good product,5
Excellent product I loved it💝,5
According to price xcilent product middle class people must go for it,5
Third class,1
Best,5
Good,5
Nice,5
nice product,5
Tv ok but connectivity very bad,2
Nice product..,4
good,4
Happy,4
"It is working nicely.
All over good 👍",5
Like its,4
Good product,5
Nice,5
Good,3
"Superb product, value for money",5
Nice value of money,4
Good,5
"Thank you very so much
Flipkart",5
Happy,4
"It is working nicely.
All over good 👍",5
Like its,4
Good product,5
Nice,5
Good,3
"Superb product, value for money",5
Nice value of money,4
Good,5
"Thank you very so much
Flipkart",5
Superb,3
Very poor quality video and sound,1
The product is owesome😎,5
Super,5
Nice,4
So good,5
Best picture and sound quality,4
Good,4
Nice,5
Very nice👍👍,5
Superb,3
Very poor quality video and sound,1
The product is owesome😎,5
Super,5
Nice,4
So good,5
Best picture and sound quality,4
Good,4
Nice,5
Very nice👍👍,5
Very good product,5
Super,5
Super,5
Nicely done,5
Nice 👍🙂🙂🙂,5
very nice,5
One of the best tv in 32inches,5
Awesome purchase 👌,5
Nice one purchase for me..,5
"Excellent TV, worth every pie.",5
Very poor,1
Super 👌,3
Nice tv,5
Super,5
Awesome product i loved it....thank u for this long vely product,5
One plus brand is too good and these Android TV is very nice product,4
Nice,4
👍👍👍👍 good,5
Worth for the price and a good TV with all features compared with brand leaders,5
Good,5
"#OnePlus 43inch
Very Good Pictures Quality
Sounds Quality very Good",5
Good product,5
Nice value for money,5
This is my first smart TV and i really like all its features. Can go for it without a doubt,5
Awesome Product 👍👍,5
It will be great if company will provide wall mount stand,5
👍 nice super,5
Everything is good,5
Good quality,5
Waste of money,2
"#OnePlus 43inch
Very Good Pictures Quality
Sounds Quality very Good",5
Good product,5
Nice value for money,5
This is my first smart TV and i really like all its features. Can go for it without a doubt,5
Awesome Product 👍👍,5
It will be great if company will provide wall mount stand,5
👍 nice super,5
Everything is good,5
Good quality,5
Waste of money,2
Happy,5
"At that price , it was a surprise for me. It surpassed all expectations I had. A nice product",5
Worthy for this price,4
Good,4
Ok,5
Nice,3
Great picture quality,5
Nice,4
Good,5
Awesome purchase. Everything is working fine. Loved the performance. If you are thinking of buying it just go for it without thinking.,5
Happy,5
"At that price , it was a surprise for me. It surpassed all expectations I had. A nice product",5
Worthy for this price,4
Good,4
Ok,5
Nice,3
Great picture quality,5
Nice,4
Good,5
Awesome purchase. Everything is working fine. Loved the performance. If you are thinking of buying it just go for it without thinking.,5
"Just go for it , awesome",5
Satisfied,5
Love it,4
Very nice,5
Worrest,1
Don't buy this product. Sometime Audio disable for a hous,2
It's osm tq product is good and also good,5
Facing much lag while playing any application,3
Clarity is too poor,3
Great,5
"Just go for it , awesome",5
Satisfied,5
Love it,4
Very nice,5
Worrest,1
Don't buy this product. Sometime Audio disable for a hous,2
It's osm tq product is good and also good,5
Facing much lag while playing any application,3
Clarity is too poor,3
Great,5
In this price range OnePlus is awesome..you can go for it without any second thought.,5
Excellent product.,5
Superb picture quality and value for money,5
Beautiful,5
Very good tv led product,5
Super,5
Fabulous 😀🤩,5
Verry good product,5
"Satisfied item and superb quality, Thanks oneplus",5
Good,5
Osm tv,5
Good product...,4
Nice,4
Very nice product and attractive price,5
Worth it,5
Very gud,4
"Worth for the money, Nice resolution and good picture and sound quality.",5
I am Happy very Nice TV I love it...❤️,5
I love one plus,5
ok,4
"Good product in picture quality,sound and value for money",5
Picture and sound quality is superb very worth at this price range,5
"Picture quality is very clear, and installation is very fast thank you flipkart for this price..!!!!",5
Thanks you filpkard ❤️😍,5
"Fast 7 week TV profarmence not good wifi automatic on off problem.
But after updating this problem gone..
But 1 big problem this tv cromcast is not connect low price mobile phones..
Author waise tv profarmence is not bad...",3
"Worst product by Flipkart.
Sound is very less.
Wifi also not able to connect.",1
Nice performance,5
Super super 💗💗💗💗💗,5
Ok,3
Good,5
"Good product in picture quality,sound and value for money",5
Picture and sound quality is superb very worth at this price range,5
"Picture quality is very clear, and installation is very fast thank you flipkart for this price..!!!!",5
Thanks you filpkard ❤️😍,5
"Fast 7 week TV profarmence not good wifi automatic on off problem.
But after updating this problem gone..
But 1 big problem this tv cromcast is not connect low price mobile phones..
Author waise tv profarmence is not bad...",3
"Worst product by Flipkart.
Sound is very less.
Wifi also not able to connect.",1
Nice performance,5
Super super 💗💗💗💗💗,5
Ok,3
Good,5
Excellent Product,5
Loved it. Better than mi.,5
Good product .... Thank you Flipkart.,5
"Very nice product
Alock raj",5
Good 👍,5
Good 👍,5
One pluse led osm sound amezing product thanks flipkart &oneplus,5
Not best but gud,2
"Perfectly awesome just love the products of 1+

Lots of love Flipkart",5
Osadharon... love it,5
Excellent Product,5
Loved it. Better than mi.,5
Good product .... Thank you Flipkart.,5
"Very nice product
Alock raj",5
Good 👍,5
Good 👍,5
One pluse led osm sound amezing product thanks flipkart &oneplus,5
Not best but gud,2
"Perfectly awesome just love the products of 1+

Lots of love Flipkart",5
Osadharon... love it,5
Nice,4
Gorgeous,3
Picture quality is bad.,3
"Best Quality Best Choice, No Problem Good Product",5
Nice,5
"Good product. Super quality and performance.
Honest review after using 8month.",5
Good to buy,4
Money value product,4
Supar,5
Very useful television with smooth sound. Really very good product thank you to flipkart,5
Overall good,5
Good,5
Good product,5
Very good,4
Tv doesn't display anything after one month,1
Good Product,5
Good,4
"Don't, Again am Saying Don't Don't Ever buy this, their installation service is very poor, Please please please don't buy its my honest opinion, you will cry if you will buy.",1
Good,3
It’s quite good in a budget but in this TV we can’t play 4K videos that is the main problem apart from that every thing is fine and smooth,5
Overall good,5
Good,5
Good product,5
Very good,4
Tv doesn't display anything after one month,1
Good Product,5
Good,4
"Don't, Again am Saying Don't Don't Ever buy this, their installation service is very poor, Please please please don't buy its my honest opinion, you will cry if you will buy.",1
Good,3
It’s quite good in a budget but in this TV we can’t play 4K videos that is the main problem apart from that every thing is fine and smooth,5
Nice product just go for it,5
Worth buying at this price. It does all required job,4
Ok,5
Superb Product,4
Awsome Product,5
Superb quality LED.,5
So mast tv one plus,5
Over all good,5
SATISFIED,5
Excellent quality,5
Super,5
Good,5
Good,4
Best picture quality and speed,5
Nice product,5
Nice,5
Worst product,1
Nice one,5
"Picture quality is good according to price,there r lots of app missing in play store sound quality is quite good.overall satisfactory 👌",4
Good product,5
Awesome....,5
Overall it's very good,4
Good Quality Sound and Picture.Nice Service .,5
Just love it !,5
Osm,5
Sound and picture quality was good as expected.. It's good in budget...,4
Good 👍🏻,4
Good one at this price,4
Excellent 😊,5
Good item,4
Nice product 👍,5
Very good behavior,5
Everything is good but installation process is slow.,5
Best sound super tv,5
Amazing experience 👍,5
Fab product,5
Good product. Sound quality and pictures quality also 👌,5
Tv is very good.. picture quality & sound is awesome. But Flipkart delivery was very poor & too late..after product arriving in nearest hub it took more than a week to get it delivered,4
"Loved it, very good quality",5
Mirror casting slow process,1
Good,3
Good buy for the budget. But pictures quality is not so good.,4
"Response time slightly less , all other aspects are best'",4
Best TV in this range,5
Like d,4
Super,5
It is nice working,4
Best,5
"Picture quality is good , but software is little slow .
Installation is sooo fraud, they have charged more than mentioned amount for wall mount fitting",3
Best in Class,5
It's good,5
Very good,5
Number one product,5
Good product very very nice looking nice,5
Suprb experience,5
Awesome.....,4
Awesome television,5
Loved it and very helpful nature of the agent,5
Nice product is most likely,5
Really nice product,5
OK very good,5
Good,5
Good 👍👍👍👍👍👍👍,5
Very good👍👍👍 👌👌👌super,5
"Product quality good, good sound quality",5
Very Good in its category.,5
Super,5
Good,5
Very good product,5
"Thanks 😊😊, excellent service.",5
This amazing product and quality is excellent,3
Nic,5
"Good, working fine",5
good,5
Super oneplus tnx filpcard to bajaj emi tnx,5
It's ok,4
Nice product,5
Very nice,5
Good quality,4
Not bad...,5
Nice product,4
Nic,5
"Good, working fine",5
good,5
Super oneplus tnx filpcard to bajaj emi tnx,5
It's ok,4
Nice product,5
Very nice,5
Good quality,4
Not bad...,5
Nice product,4
Brilliant,5
Super 👌,5
Great deal,4
good performance,4
Good,5
Over all good,4
Very slow window....... blutooth connect not automatically....and screen cast very slow and difficult.....after 6 month use,3
Not best,1
Super,4
Nice products nice service,5
Too good quality ...,4
Good,5
Good product,4
Super quality,5
Ok good,5
Supper,5
Very nice LED thanks for filipkart and OnePlus team,5
Nice product,5
Very nice,5
Good,4
It’s good,3
Best product,5
Good product,5
Very good,5
Overall exceeds our expectations 5 out of 5,5
Nice,5
Super picture quality and low budget tv and brand.,5
Nice,5
Very nice product sound is good 👍😌👍,5
Excellent,4
It is good but price is need to little bit down,4
Not up to mark,3
Nice product 👍,5
Nice product at this price range,4
Very good quality at buget price,5
Waste asala no quality,1
Good,5
Nice,5
Not bad,4
Good tv,5
Good ❤👍,5
Super,4
Very Nice clarity,5
Super sound & quality,5
Save money exlent product,5
Waste asala no quality,1
Good,5
Nice,5
Not bad,4
Good tv,5
Good ❤👍,5
Super,4
Very Nice clarity,5
Super sound & quality,5
Save money exlent product,5
Good tv loved it,5
Excellent EXCELLENT 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,5
Very good👍,5
Good,5
Picture quality worst,1
Good,5
Good,4
Excellent product at reasonable price,5
Picture Quality is very bad....,1
Awesome purchase,5
Loved it,5
Super Android TV,5
Picture quality was very very poor in wide angle,3
Excellent,5
Super quality,5
Installization was not perfect,3
Good sound and video quality.value for money.,5
Looking oshm and clearty very well❤️❤️🤞🤞,5
Superb,5
Good product,4
Good,4
Good,5
Really good I love it,5
Value for money product.,5
Good,4
Worthble money,5
Good,4
Nice. Till now,5
"Picture quality is not better
Sound quality poor",1
very nice picture clarity,4
Good product,5
Good,5
"Classy , easy to operate , feels like Butter 🤓.",5
Very nice product,5
Awesome Product Brand quality,5
Nice Quolity in this price superbbb,5
Super,5
Is good,4
good and worth in this money,5
Awesome,5
Awesome product,5
Good product,5
Value for money,5
Must buy tv...its is totally value for money,5
Good,5
Good decision of buying this TV 😊,5
Wifi not connecting continuesly..its not showing wifi list,1
Superb,5
good and worth in this money,5
Awesome,5
Awesome product,5
Good product,5
Value for money,5
Must buy tv...its is totally value for money,5
Good,5
Good decision of buying this TV 😊,5
Wifi not connecting continuesly..its not showing wifi list,1
Superb,5
Very nice,4
Nice service thank,5
Awesome 👍,4
Good quality,5
Nice all quality in 1 plus,5
Good,5
Good,4
One plus tv nice brodoct best pikchar cuality and good saund cuality,5
Very good,5
Very good,5
Super,4
At this cost it is very good purchase but it takes quite a time ti boot also hangs sometimes.,4
Best product,5
Good,5
Product is almost comfortable with me,4
Good product OnePlus Y serioes,5
Nice product,4
Great product I loved it,5
Wow Awesome tv oneplus and i have to buy very reasonable price,5
Not happy with the installation.,3
Good,4
After one month use 👍 nice ok profuct,4
Nice product ☺️,5
Picture quality very good,5
One of best tv,5
Tv is good,3
Good,5
Nice,5
"The screen is big but if you don’t have any HD subscription from your setup box provider then the channels don’t look good on this big screen as they seem pixelated.
Sound is super fine.
Easy to use.
The person who did the installation took extra 400 bucks for installing the wall mount.",5
Bluetooth problem oneplus TV,3
Super,5
Not good,2
Good,5
Very nice,5
Good,5
Superb,5
Best in market and working is also good,5
Excellent,5
FANTASTIC PRODUCT FROM ONE PLUS & VERY GOOD SERVICE FROM FLIPKART,5
The sound quality is great but the picture quality does not match the expectations still good enough at this price range.,5
Super quality super Flipkart,5
"Picture quality is very poor,
or quality is not expected chip product
I'm very upset after buying this tv",1
Wonderful purchase,5
Good,5
Ok,5
Good product,4
Good,5
Nice product,4
The best TV ever,5
Bad,1
Nice TV,5
Good picture quality,3
Good morning,5
Poor build quality,3
Good product,5
Good,5
Exallent Tv,5
Not worth buying,2
Nice qty,5
Nice Tv,5
The TV is very nice,5
Value of money,5
Excellent,5
It's a great product and build quality was superb.... As it's working great and other features works like a charm.... Sound quality is bit unsatisfied but it may get clear after it's update.... Loved the new players with budget friendly price.... I have already purchased the mi tv 43inches but it surpassed it's build quality and let's wait n watch about it's durability.....,5
Good,5
Amazing purchase,4
Very good picture quality,5
Ok,3
Really good,5
Go for it,5
USB port not found,1
Value for money product,5
Super value for money. Amazing picture quality.,4
Good image quality. Better sound experience,5
"Picture quality was not upto mark ,",3
"Amazing product
Superb quality ❤️",5
Added the value to the wall sound is good but picture is ok ok.,4
Good,5
Display panel is not good,1
Nice,5
USB port not found,1
Value for money product,5
Super value for money. Amazing picture quality.,4
Good image quality. Better sound experience,5
"Picture quality was not upto mark ,",3
"Amazing product
Superb quality ❤️",5
Added the value to the wall sound is good but picture is ok ok.,4
Good,5
Display panel is not good,1
Nice,5
"All are good love it
But cast storming is very slow
I was expect it is very good on others companys",3
Super,5
Super,4
Wonderful Lovely TV,4
Every quality is supb... 👌👌👌,5
Satisfied loved it..,5
Colour problem I am not satisfied,1
Super,5
Super tq Flipkart,4
Ok,4
Good but loading speed slow,4
Value for money picture quality is best good,5
Good product,4
Awesome,5
Too Good,5
Poor quality 😢💔,1
Quality product must consider this,5
Nice,5
Good quality,3
Awesome led,5
Yo,5
Installation was swift without delay. Satisfied with the tv n delivery as well as the technician was well mannered.,4
Nice,4
Nice tv ...I loved it,5
Good one plus Y series,4
Great sound good quality picture,5
It's very good,5
Good products,5
Good quality,5
"Nice one, sound clarity is low",4
Very good,5
It's good deal. I happy with performance.,4
"Great purchase. Awesome picture quality and features. Best among mi, Thomson, in this price range for Full HD.",4
Superb tv 😊 excellent,5
Love it one plus,5
Wow,5
"This is awesome TV from Oneplus, everything is perfect. Now enjoying with dolby sound output from this TV. Installation also quick and perfect.",5
Nice,4
Good luck,5
First performance screen share not working,2
Very good,5
It's good deal. I happy with performance.,4
"Great purchase. Awesome picture quality and features. Best among mi, Thomson, in this price range for Full HD.",4
Superb tv 😊 excellent,5
Love it one plus,5
Wow,5
"This is awesome TV from Oneplus, everything is perfect. Now enjoying with dolby sound output from this TV. Installation also quick and perfect.",5
Nice,4
Good luck,5
First performance screen share not working,2
Good,5
Best product nothing Mony vest,1
Awasome,5
Good,5
Super very nice tv tq Flipkart,5
"Very good product sound , picture quality everything is good",4
Amazing,4
Nice product,5
Very good product,5
V gud,5
Super,5
Nice product,4
Good,5
"I was told this was the best to purchase in 32"" and it seems to be functioning perfectly fine. Hope this lasts longer than my last Android tv",4
Totally Good,4
Nice,5
In this price range awesome tv,5
Good,5
Good quality t.v very nice,3
Awesome 👍,5
Super,5
Nice product,4
Good,5
"I was told this was the best to purchase in 32"" and it seems to be functioning perfectly fine. Hope this lasts longer than my last Android tv",4
Totally Good,4
Nice,5
In this price range awesome tv,5
Good,5
Good quality t.v very nice,3
Awesome 👍,5
Worst product,1
Overall okay,4
No issues,4
Super,5
I feel somewhat better...,3
Super,5
Worth of money and very nice,4
Awesome 👍,5
Its ok,3
Good,5
"Team, Today only I received my product - 29, May, and below are pros and cons.

Good Point:
1. Very quick delivery
2. Better clarity compare to Mi and UV
3. Easy to handle and lightweight just 6 Kgs

Bad Points:
1. Not having AUX sound connectivity, it has Digital Optical Audio Output which is mostly not available with general sound system
2. difficult to share the mobile screen with this TV since OnePlus connect android App don't work on all mobiles
3. The Installation team will come after 8...",1
Bad quality.in 15 days so far display problem nd told me not replace tv. I told people not buying any electronics equipment from online.,1
"Within 4 months pitcher panal is not working properly, Engineer is come and check but last 10 days haven't received any response or solution, west of money, don't bye this product",1
My led tv picture suddenly off,1
"Recently I bought this tv...only one day it was worked,aftr that the display (picture was not displayed) was gone..I don't knw what happdn...I think it's not worthble yr",1
"This is sub standard TV. I have TCL TV purchased last yr. With same confirmation and clearly TCL is much much better.

Drawback..
1. Slow connectivity via wifi
2. USB. No last memory. Every time ull have forward which is very very slow
3. Picture clarity stands no where when compared with TCL
4. Screen cast/ mirroring is pathetic. It just keeps hanging.

Overall... its frustrating experience.

Go for TCL instead of One+",1
"Review after 9 months-
Black cloudy pattern on screen.

Poor customer support. I have following for last 2 months.

Don’t buy this product.",1
One plus to improve display panel quality...,1
"I am Changing my review almost after 11months of use as TV show sign of picture tube fading & even after 4complaints to customer care, no body shows up till now in more than 17days. Can see the sides of picture dosplay turning red & fading up.
Worst customer care service & worst after sale service. Will suggest not to buy one plus TVs at all if you want to save your hard earned money. Literally feeling cheated",1
Just amazing 👏,1
"TV quality is not a good, sound issues and TV is also hang many time Technics come and problem solve but next day problem re create....such a bad TV...I am really told you don't purchase this tv and don't waste your money for One+....Baddd",1
"Within 3 months of purchase, the display is gone. And its been 2 weeks since filing complaint under warranty, they have not been able to find & install new display. Don't recommend anyone to purchase this TV",1
Installation is an issue.,1
Automatically exit to home screen and off,1
"The worst tv everseen,, waste of time,, i would like to give my two suggestion to all
1)picture clarity of this tv is totally waste, myself giving input - movie 12GB size movie, but the output in the tv is 400mb movie size clarity,,
2) The speaker quality is really worst, voice clarity is as childish one having 5 to 7 years baby voice. Bluetooth speaker (cost may be Rs.250) is better than this tv spaeker. I request you to provide atleast Bluetooth spaeker quality,,, waste of money",1
It's very bad don't buy.... picture clarity worst very bad,1
Generally 1plus is a good brand but even at a price of 16k OnePlus cannot afford to give such third grade products. Probably they should take this product off from circulation. Such pathetic was the quality of this particular product. Am not sure about how is the performance of higher end products in OnePlus but this definitely is not something to consider at all.,1
Horrible product...unnatural colours... Most of the STB channels are blurr ..Picture quality is too bad...do not recommend this product to anyone ...complete waste of money,1
"Very poor display. It gives eye strains and headaches.
The colours looks faded and the sharpness is too high.
It is pinching to the eyes.
never expected such a poor product from 1+
Moreover the flipkart refuses to return it.
Be extremely cautious before buying.
I will not recommend it at all.
I feel like being cheated.",1
Produt was not good as I saw,1
Connectivity is very very poor. Don't buy any person,1
Picture quality is very poor,1
sound very bad,1
Product was good the technician asking extra money to install very bad experience with him,1
Picture quality is not good,1
Not good product,1
Sound quality is good but picture quality is very bad don't buy,1
Poor quality,1
"5th Day after installation, screen broke down...
Display blacked out and no picture can be seen.

Hopefully replacement will work better long life.",1
"I want to request you all who is willing to buy this oneplus Y Series 43inch, the worst product of oneplus i have ever used very disappointed by this product. and its been 1 month i brought this product its not worthless TV i have ever seen . Oneplus gives 10 days return policy and this TV only works ok for 10 days then its started lagging... Such a worst product of oneplus.",1
Very slow don't buy,1
Bluetooth connectivity is worst,1
The Viewing Angle Is Not 360 Degree As The Screen Turns out To Be White And Colours Aren't Clear,1
"My experience is very bad with one plus.
After 1 month screen got black and it has been 1 month for end repairing but not fixed yet. I recommend to all don't buy mi led .",1
"Very dissappoointed.. after installation.. WLAN not working,. Sound not came.. totally worst don't buy it... Still now no one. Called to one plus care.. they give complaint number.....ONE WEEK ONLY...",1
Stop making fool this is not android tv its giving personal operating system which is not android but seen to be android but not work as android none of android apps found in this virtual play store.,1
dnt purchase this product it's nt work properly so dnt purches,1
Worst tv ever seen in my life don't purchase,1
"Do not buy, while watching automatically getting off, sound also not audible",1
"Digaster
My money is totally west
Display not work",1
Very slow don't buy,1
Bluetooth connectivity is worst,1
The Viewing Angle Is Not 360 Degree As The Screen Turns out To Be White And Colours Aren't Clear,1
"My experience is very bad with one plus.
After 1 month screen got black and it has been 1 month for end repairing but not fixed yet. I recommend to all don't buy mi led .",1
"Very dissappoointed.. after installation.. WLAN not working,. Sound not came.. totally worst don't buy it... Still now no one. Called to one plus care.. they give complaint number.....ONE WEEK ONLY...",1
Stop making fool this is not android tv its giving personal operating system which is not android but seen to be android but not work as android none of android apps found in this virtual play store.,1
dnt purchase this product it's nt work properly so dnt purches,1
Worst tv ever seen in my life don't purchase,1
"Do not buy, while watching automatically getting off, sound also not audible",1
"Digaster
My money is totally west
Display not work",1
I dont like this product....I want to change it,1
"Image quality is not good.

Sound quality is not good",1
sound is verry bad,1
"Worst oduct ever ourchased , I would recommend not buy it at all. Distorted sound.",1
"Pathetic After Sales Service . Please Don't buy this product it has been more than a month and my HDMI ports are not working in new TV . Its in warranty but after spending 25000 I an not able to use it, its a trash for me.",1
"Terrible picture quality - do not buy

Please dont buy. This is terrible at what matters most - picture quality. A cheap Chinese Akiva has better vision quality..
This is hd ready, not full hd.
I missed that while purchasing.

Sound is bad too.
The menu layout and navigation is terrible as well.
You have to press multiple keya to access display.
If you are changing display settings, you can't see realtime feedback !

Do not go buy the reviews posted here.",1
"worst customer service, installation is still pending from last 15 days. daily they gave new time but no one came for installation.
I called several time for installation but no responce from flipkart.
so please don't buy this",1
Display damaged after 1 month..... 😡... Waste of money,1
Very bad experience,1
"I had used this TV from last 15 days .Colour shifting issue problem was there but oneplus company did not respond properly . I will advice switch to another product
Bad product
Waste of money",1
Sound issue,1
"Worst experience with Flipkart the tv is is my nightmare i bought it it was my fault
In 7 days the screen went white no display after repeted complaints no responce from one plus as it is china brand they only focus on throw without use
Worst brand one plus onw month have passed the tv not working but no response
Flipcart should not sell the products which they cannot offer after sales service
Sorry for flipkart
One plus should not buy
One month have passed but no service as to check why the...",1
Worst service remote stopped working after one month,1
Screen became damaged within 7 days from date of installation.,1
Not a good product and oneplus very bad product.....very poor service,1
"1)Display visual quality is not good
2) slow operation",1
Bluetooth connectivity very very slow worst tv,1
this tv verry bad,1
Hate it,1
Worst tv don't Buy,1
Sound issue,1
"Worst experience with Flipkart the tv is is my nightmare i bought it it was my fault
In 7 days the screen went white no display after repeted complaints no responce from one plus as it is china brand they only focus on throw without use
Worst brand one plus onw month have passed the tv not working but no response
Flipcart should not sell the products which they cannot offer after sales service
Sorry for flipkart
One plus should not buy
One month have passed but no service as to check why the...",1
Worst service remote stopped working after one month,1
Screen became damaged within 7 days from date of installation.,1
Not a good product and oneplus very bad product.....very poor service,1
"1)Display visual quality is not good
2) slow operation",1
Bluetooth connectivity very very slow worst tv,1
this tv verry bad,1
Hate it,1
Worst tv don't Buy,1
OnePlus tv wast tv my money totally wast please don't want your time and money,1
Poor,1
Screen cast very bad,1
We are buying a tv as per one plus name while receiving the tv we are getting so much of irritate,1
"Remote control not working... purchased only 2 weeks before...and for remote control changing complained one plus....nearly 7 days over...no response....worst service from one plus....don't buy these TV's....not worth.....one month completed after complaint...still issue is not resolved...

Don't ever buy one plus TV's very worst service backup....better go for MI...",1
It's not good TV with in the month TV display isn't working. And no service center available in india.,1
Display quality is very bad,1
"Dont buy it, worst experience i have ever with OnePlus tv.",1
Very bad picture Quality,1
"He destroyed wall to installation of my 1 plus tv, he drilled the wall radiculously, and wall was damaged disappointed of installation, poor service. I think he is not a skilled worker, so I am affected,",1
Worst prodect ever. Did not expect this from oneplus,1
Certain application's do not run in this mode,1
Worst worst worst worst worst product plzzzzzzz don't buy this stupid product waste of money not working tv only two weeks working after not working,1
After one week sound clarity is missing,1
V.bad service dull product,1
Wrost product and 2 days working after display not working very very wrost product....,1
Remote is not working,1
